Sample	file_id	Resgenes	file_id	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster
H87_S8	plasmid_58.fasta	NA	plasmid_58.fasta	1	1934	51.292657704239915	ColRNAI_rep_cluster_1993	000024__JX133088	-	-	-	-	-	-	Non-mobilizable	CP018317	0.0222766	5
H87_S8	plasmid_920.fasta	NA	plasmid_920.fasta	2	90463	45.606491051590154	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019013	0.0242917	92
H88_S142	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	14811	52.56903652690568	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP002958	0.149777	206
H88_S142	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	25112	50.971647021344374	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0393656	291
H88_S142	plasmid_1068.fasta	NA	plasmid_1068.fasta	3	17599	50.957440763679756	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0107405	106
H93_S1	plasmid_475.fasta	qnrS1;blaCTX-M-15	plasmid_475.fasta	6	97889	50.79222384537589	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_022267_00069,NC_023290_00086,NC_022267_00057,NC_019097_00085,NZ_CM001473_00069,NC_019097_00075,NC_019097_00056,NC_015965_00072,NC_019111_00038	MOBP	JN253636	Conjugative	CP003290	0.00570819	47
H93_S1	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.12041884816754	-	-	-	-	-	-	-	-	Non-mobilizable	CP000643	0.000312573	83
H93_S1	plasmid_538.fasta	NA	plasmid_538.fasta	2	41828	50.922826814573966	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068	MPF_F	NC_010409_00124,NC_017639_00094,NC_018966_00040,NC_010719_00096,NC_013437_00116,08-5333_00200,NC_019094_00090,NC_007675_00027,NC_010488_00021,NC_022651_00077,NC_017639_00100,NC_010719_00097	MOBP	NZ_CM001472	Conjugative	CP018958	0.0304804	53
H93_S1	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	8696	56.40524379024839	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0305785	106
H94_S150	plasmid_528.fasta	NA	plasmid_528.fasta	4	45007	51.86748727975648	IncFII	000121__CP024805	-	-	MPF_F	NC_010409_00124,NC_019094_00068,NC_022651_00077,NC_014615_00033,NC_019094_00090,NC_013437_00116,08-5333_00200,NC_007675_00027,NC_017639_00094,NC_017639_00100,NC_010719_00096,NC_019037_00027	MOBF	NZ_CP012164	Mobilizable	NC_013362	0.0234513	52
H94_S150	plasmid_362.fasta	dfrA8;blaTEM-1B;aph(3'')-Ib;aph(6)-Id;sul2	plasmid_362.fasta	2	16289	51.427343606114555	-	-	-	-	-	-	-	-	Non-mobilizable	CP020057	0.0293293	36
H94_S150	plasmid_1009.fasta	NA	plasmid_1009.fasta	4	94379	48.38258510897551	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP009168	0.0230043	100
H94_S150	plasmid_476.fasta	NA	plasmid_476.fasta	13	84435	49.39183987682833	IncI1	000144__CP015838_00058	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_023290_00086,NC_019097_00075,NC_015965_00072,NC_019111_00038,NC_022267_00057,NC_019097_00085,NZ_CM001473_00069,NC_022267_00069	MOBP	JN253636	Conjugative	CP019215	0.0121217	47
H94_S150	plasmid_286.fasta	NA	plasmid_286.fasta	1	7196	43.746525847693164	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_019076_00002	-	-	MOBP	MF083142	Mobilizable	JN692546	0.0144562	28
H94_S150	plasmid_261.fasta	NA	plasmid_261.fasta	1	3373	55.232730506967094	-	-	MOBP	NC_014003_00004	-	-	-	-	Mobilizable	CP011066	0.0028554	26
H97_S47	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	240571	49.198365555283054	-	-	MOBP	NC_021576_00050	-	-	-	-	Mobilizable	CP006642	0.243761	99
H97_S47	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	115489	49.93462580851856	-	-	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_010719_00097	-	-	Conjugative	CP010208	0.0829489	291
H97_S47	plasmid_1554.fasta	dfrA17;blaTEM-1B;tet(A);mph(A);aph(6)-Id;aadA5;aph(3'')-Ib;aac(3)-IId;sul1;sul2	plasmid_1554.fasta	18	118489	51.224164268413105	IncFIIA,ColRNAI_rep_cluster_1291,IncFIB,IncFIA,IncFII	000136__AP014877_00014,000002__NC_009781,000096__NC_019117_00097,000094__NZ_CP015070_00117,000121__CP024805	-	-	MPF_F	NC_013437_00116,NC_017639_00094,NC_010409_00124,NC_007675_00027,NC_019094_00090,NC_017639_00100,NC_022651_00077	MOBF	NZ_CM001473	Mobilizable	CP021690	0.00461146	155
H97_S47	plasmid_920.fasta	blaCTX-M-15	plasmid_920.fasta	2	111610	46.31126243168175	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019013	0.0102718	92
H99_S143	plasmid_1367.fasta	NA	plasmid_1367.fasta	1	51937	51.58364942141441	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_019094_00090,NC_019037_00027,NC_010488_00021,NC_013437_00116,NC_010719_00096,08-5333_00200,NC_017639_00094,NC_007675_00027,NC_022651_00077,NC_010409_00124,NC_017639_00100,NC_010719_00097	MOBP	NZ_ATFQ01000044	Conjugative	CP006001	0.0350415	136
H99_S143	plasmid_475.fasta	blaCTX-M-15;qnrS1	plasmid_475.fasta	10	92460	50.83711875405581	IncI1	000144__CP015838_00058	MOBP	NC_019097	MPF_I	NZ_CM001473_00069,NC_022267_00069,NC_019097_00085,NC_022267_00057,NC_019111_00038,NC_015965_00072,NC_019097_00056,NC_023290_00086,NC_019097_00075	-	-	Conjugative	MF078004	0.00271444	47
H99_S143	plasmid_376.fasta	dfrA1;dfrA1;dfrA1	plasmid_376.fasta	10	55506	52.54567073829856	IncFIIA	000136__AP014877_00014	MOBF	NC_022333_00006	MPF_F	NZ_AGTD01000004_00099,NZ_AGTD01000004_00104,NC_007635_00031,NC_022333_00014,NZ_AGTD01000004_00094,NZ_AGTD01000004_00096,NC_021817_00023,NC_022333_00021,NC_009787_00004,NC_021871_00015,NZ_AGTD01000004_00091	-	-	Conjugative	CP021212	0.0236777	37
H99_S143	plasmid_novel_0.fasta	sul2	plasmid_novel_0.fasta	4	8937	56.83115139308493	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021135	0.0651085	69
H99_S143	plasmid_839.fasta	NA	plasmid_839.fasta	1	2089	47.19961704164672	-	-	-	-	-	-	-	-	Non-mobilizable	CP008719	0.00060662	83
OI13_S107	plasmid_222.fasta	NA	plasmid_222.fasta	1	2433	47.8832716810522	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	CP011067	0.0312752	22
OI13_S107	plasmid_991.fasta	aph(6)-Id;qnrS1;tet(A);dfrA14;sul2;blaCTX-M-15;blaTEM-1B	plasmid_991.fasta	7	90429	50.43735969655752	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00100,NC_011092_00103	-	-	Conjugative	CP021681	0.00136596	99
OI13_S107	plasmid_226.fasta	NA	plasmid_226.fasta	1	5093	46.200667582957	ColRNAI_rep_cluster_1291	000001__EU090225_00001	-	-	-	-	-	-	Non-mobilizable	CP012638	0.0366967	22
OI14_S108	plasmid_476.fasta	aadA5;blaCTX-M-1;sul2;dfrA17	plasmid_476.fasta	8	112248	50.82495901931438	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019111_00038,NC_019097_00075,NC_015965_00072,NC_022267_00057,NC_023290_00086,NZ_CM001473_00069,NC_019097_00056,NC_022267_00069,NC_019097_00085	MOBP	HM021326	Conjugative	KJ484629	0.00126265	47
OI15_S109	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	50159	47.177974042544705	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.182269	156
OI15_S109	plasmid_1563.fasta	aph(6)-Id;aph(3'')-Ib;aadA5;dfrA17;blaTEM-1B;tet(A);mph(A);sul1;sul2	plasmid_1563.fasta	12	131167	51.692117682038926	IncFIB,IncFII,IncFIIA,ColRNAI_rep_cluster_1291	000096__NC_019117_00097,000121__CP024805,000136__AP014877_00014,000002__NC_009781	MOBF	NC_017627_00068	MPF_F	NC_017630_00031,NC_013437_00116,NC_010409_00124,NC_019094_00090,NC_010719_00097,NC_022651_00077,NC_007675_00027,NC_019094_00068,NC_008460_00107,NC_018966_00040,NC_017639_00100,NC_019072_00073	MOBF	NC_010600	Conjugative	CP014493	0.00396608	156
OI17_S110	plasmid_1007.fasta	NA	plasmid_1007.fasta	2	25104	47.05226258763544	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0475157	100
OI17_S110	plasmid_476.fasta	dfrA17;blaCTX-M-1;sul2;aadA5	plasmid_476.fasta	10	114484	50.85688829880158	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00085,NC_019097_00075,NC_015965_00072,NZ_CM001473_00069,NC_019097_00056,NC_022267_00069	MOBP	HM021326	Conjugative	KJ484629	0.00191916	47
OI17_S110	plasmid_973.fasta	NA	plasmid_973.fasta	7	125797	49.58067362496721	IncFIIA,IncFII,IncFIA,IncFIB	000136__AP014877_00014,000121__CP024805,000094__NZ_CP015070_00117,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_008460_00107,NC_014615_00033,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_010409_00124,08-5333_00200	-	-	Conjugative	CP022166	0.010314	97
OI18_S111	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	2	31823	52.62545957326462	-	-	-	-	-	-	-	-	Non-mobilizable	CP021835	0.0882637	96
OI18_S111	plasmid_476.fasta	sul2;blaCTX-M-1;dfrA17;aadA5	plasmid_476.fasta	4	111456	50.7698105081826	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019111_00038,NZ_CM001473_00069,NC_019097_00085,NC_022267_00057,NC_022267_00069,NC_019097_00075,NC_023290_00086,NC_019097_00056,NC_015965_00072	MOBP	HM021326	Conjugative	KJ484629	0.00103256	47
OI19_S112	plasmid_1007.fasta	NA	plasmid_1007.fasta	8	43853	47.78236380635304	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0250805	100
OI19_S112	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	24689	51.132083113937384	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0396325	291
OI19_S112	plasmid_476.fasta	sul2;aadA5;blaCTX-M-1;dfrA17	plasmid_476.fasta	6	114337	50.93276891994717	IncI1	000145__HE610900_00001	MOBP,MOBP	NC_019097,NC_011416_00039	MPF_I	NC_015965_00072,NC_019097_00056,NC_019097_00075,NC_019097_00085,NC_022267_00069,NC_022267_00057,NC_019111_00038,NC_023290_00086,NZ_CM001473_00069	MOBP	HM021326	Conjugative	KJ484635	0.00154832	47
OI21_S113	plasmid_1007.fasta	NA	plasmid_1007.fasta	9	65624	46.90661952944045	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP010234	0.0288636	100
OI21_S113	plasmid_644.fasta	NA	plasmid_644.fasta	3	60076	42.243158665690125	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030	MPF_T	NC_020270_00058,NC_019039_00052,NC_019115_00018,NC_020270_00063,NC_019039_00051	-	-	Conjugative	KY624633	0.0157789	64
OI21_S113	plasmid_991.fasta	tet(A);sul2;blaTEM-1B;blaCTX-M-15;aph(6)-Id;dfrA14;qnrS1	plasmid_991.fasta	3	72578	53.19793876932404	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	KY848295	0.00216198	99
OI23_S263	plasmid_1007.fasta	NA	plasmid_1007.fasta	9	42401	46.939930662012685	-	-	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0400373	100
OI23_S263	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	4	24883	47.144636900695254	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0556462	100
OI24_S130	plasmid_740.fasta	blaSHV-12	plasmid_740.fasta	1	4530	62.16335540838852	-	-	-	-	-	-	-	-	Non-mobilizable	CP015133	0.0258115	74
OI24_S130	plasmid_219.fasta	NA	plasmid_219.fasta	2	11266	44.62985975501509	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP019003	0.00263042	21
OI24_S130	plasmid_1552.fasta	tet(B);sul1;dfrA17;aadA5;mph(A);blaTEM-1B	plasmid_1552.fasta	12	128937	51.99283370948603	IncFII,IncFIIA,IncFIB,IncFIA	000121__CP024805,000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_013437_00116,NC_022651_00077,NC_010409_00124,NC_010488_00021,NC_017639_00094,NC_014384_00086,NC_010719_00097,NC_008460_00107,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_019094_00090	-	-	Conjugative	CP011493	0.00759618	155
OI24_S130	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	3014	29.46250829462508	-	-	MOBQ	NC_019295_00001	-	-	-	-	Mobilizable	FN429030	0.0867434	338
OI24_S130	plasmid_29.fasta	NA	plasmid_29.fasta	1	4065	53.111931119311194	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_023328_00003	-	-	MOBP	NC_017657	Mobilizable	CP011137	0.032829	2
OI24_S130	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	9640	56.19294605809129	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0279555	106
OI25_S124	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	1888	49.09957627118644	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	JN985534	0.0867434	21
OI25_S124	plasmid_219.fasta	NA	plasmid_219.fasta	1	10581	44.853983555429544	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP019003	0.00436283	21
OI25_S124	plasmid_novel_2.fasta	NA	plasmid_novel_2.fasta	1	1597	49.906073888541016	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	-	-	Non-mobilizable	JN253636	0.0949813	41
OI25_S124	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1551	51.06382978723404	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOB_unknown,MOBP	JN985534,AB027308	Mobilizable	JN253636	0.057671	41
OI25_S124	plasmid_1555.fasta	dfrA17;tet(B);aac(6')-Ib-cr;aadA5;aac(6')-Ib-cr;catB3;catB3;blaOXA-1;blaCTX-M-15	plasmid_1555.fasta	22	146665	51.05035284491869	IncFIB,IncFIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_010409_00124,NC_022651_00077,NC_017639_00100,NC_007675_00027,NC_018966_00040,NC_013437_00116,NC_010488_00021,NC_010719_00096,NC_019094_00090,08-5333_00200,NC_017639_00094,NC_014615_00033	MOBF	FN868248	Conjugative	CP021880	0.00251903	155
OI25_S124	plasmid_261.fasta	NA	plasmid_261.fasta	1	3373	55.14378891194782	-	-	MOBP	NC_014003_00004	-	-	-	-	Mobilizable	CP001119	0.00483188	26
OI25_S124	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	13949	53.688436447057136	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0316813	106
OI25_S124	plasmid_5.fasta	NA	plasmid_5.fasta	1	3133	45.19629747845516	ColRNAI_rep_cluster_1857	000012__CP000801	MOBF	CP019897	-	-	MOB_unknown	NZ_CP014319	Mobilizable	CP019897	0.0163307	
OI26_S262	plasmid_2912.fasta	NA	plasmid_2912.fasta	1	26251	50.036189097558186	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0461689	291
OI26_S262	plasmid_1007.fasta	tet(A)	plasmid_1007.fasta	18	76257	49.01058263503678	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.011621	100
OI26_S262	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	24722	50.076854623412345	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP019216	0.107658	100
OI26_S262	plasmid_680.fasta	NA	plasmid_680.fasta	3	32152	47.315874595670564	rep_cluster_1760	001178__CP006640_00046	MOBF	NC_020122_00018	MPF_T	NC_020122_00012,NC_020122_00009,NC_020122_00011,NC_020122_00006,NC_020122_00019	-	-	Conjugative	CP006640	0.00149601	68
OI27_S4	plasmid_1007.fasta	tet(A)	plasmid_1007.fasta	12	44594	51.365654572363994	IncH	000138__CP021336_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021846	0.025484	100
OI28-redep_S1	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	2	34299	47.16464036852386	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0631684	100
OI28-redep_S1	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	71281	48.6805740660204	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP022158	0.0962153	36
OI28-redep_S1	plasmid_991.fasta	blaTEM-1B;blaCTX-M-15;qnrS1;tet(A);sul2;aph(6)-Id	plasmid_991.fasta	6	87800	51.13325740318906	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00433199	99
OI29_S3	plasmid_991.fasta	qnrS1;dfrA14;sul2;blaCTX-M-15;blaTEM-1B;tet(A);aph(6)-Id	plasmid_991.fasta	5	79759	51.007409822089045	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102	-	-	Conjugative	CP021681	0.00537869	99
OI30_S264	plasmid_1007.fasta	NA	plasmid_1007.fasta	14	72289	47.30318582356929	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0303826	100
OI30_S264	plasmid_2911.fasta	NA	plasmid_2911.fasta	2	25827	49.750261354396564	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0466675	291
OI31_S15	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1552	51.868556701030926	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOB_unknown	CP018359	Mobilizable	JN253636	0.0501998	41
OI31_S15	plasmid_463.fasta	NA	plasmid_463.fasta	2	8470	49.645808736717825	rep_cluster_1778,rep_cluster_1778	001199__DQ995352_00003,001201__CP010878_00001	MOBQ,MOBQ	NC_011411_00002,NC_008487_00001	-	-	MOBQ,MOBQ	NC_010672,NC_013507	Mobilizable	DQ995352	0.0187432	46
OI31_S15	plasmid_261.fasta	NA	plasmid_261.fasta	1	3374	55.0978067575578	-	-	MOBP	NC_011082_00002	-	-	-	-	Mobilizable	CP001119	0.0177716	26
OI31_S15	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	3	110744	46.09459654699126	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0126347	92
OI32_S13	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	2	112192	46.153023388476896	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0122141	92
OI34-redeposit_S2	plasmid_292.fasta	NA	plasmid_292.fasta	1	5892	46.70739986422267	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_017321_00002	-	-	MOBP	NZ_CP012632	Mobilizable	CP001148	0.0158882	29
OI34-redeposit_S2	plasmid_1007.fasta	NA	plasmid_1007.fasta	10	51894	48.33506763787721	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0307758	100
OI34-redeposit_S2	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	28532	50.44160942100098	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0401734	291
OI34-redeposit_S2	plasmid_991.fasta	aph(6)-Id;qnrS1;blaTEM-208;blaCTX-M-15;blaTEM-1B;tet(A);dfrA14;sul2	plasmid_991.fasta	11	94691	50.908745287302914	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00100,NC_011092_00103	-	-	Conjugative	CP021681	0.00157453	99
OI35_S123	plasmid_357.fasta	aph(6)-Id;sul2;sul2;sul2;sul2	plasmid_357.fasta	1	6200	52.54838709677419	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	CP003113	0.000312573	35
OI35_S123	plasmid_1555.fasta	sul1;dfrA17;aac(6')-Ib-cr;mph(A);blaOXA-1;blaTEM-1B;blaCTX-M-15;catB3;catB3;aadA5;aac(6')-Ib-cr;tet(B)	plasmid_1555.fasta	19	158845	51.666719128710376	IncFIIA,IncFIB,IncFII,ColRNAI_rep_cluster_1857,IncFIA	000136__AP014877_00014,000095__NZ_CP014273_00094,000121__CP024805,000012__CP000801,000094__NZ_CP015070_00117	MOBF,MOBF	NC_011980_00044,CP019897	MPF_F	NC_017639_00094,08-5333_00200,NC_010409_00124,NC_014615_00033,NC_019094_00090,NC_022651_00077,NC_017639_00100,NC_013437_00116,NC_010719_00096,NC_007675_00027,NC_018966_00040,NC_010488_00021	MOB_unknown	CP010224	Conjugative	CP009232	0.00305472	155
OI35_S123	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	16282	53.90001228350326	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0340249	106
OI35_S123	plasmid_46.fasta	NA	plasmid_46.fasta	1	33381	41.4457326023786	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001	MPF_T	NC_017624_00009,NC_019046_00026,NC_023277_00163,NC_010860_00022,NC_019067_00043	MOBP	CP002111	Conjugative	NC_019096	0.0181313	4
OI37_S128	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	3	112047	46.16634091051077	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0122604	92
OI38_S16	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	560900	49.447316812266	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AP014804	0.263022	54
OI38_S16	plasmid_471.fasta	NA	plasmid_471.fasta	1	5605	51.132917038358606	rep_cluster_1778	001201__CP010878_00001	MOBQ	NC_011411_00002	-	-	MOBP,MOBQ,MOBP	CP018984,NC_010672,AB027308	Mobilizable	CP011140	0.015616	47
OI40_S146	plasmid_449.fasta	qnrS1;blaCTX-M-15	plasmid_449.fasta	1	11964	47.45904379806085	-	-	-	-	-	-	-	-	Non-mobilizable	KJ187751	0.0359759	44
OI40_S146	plasmid_159.fasta	NA	plasmid_159.fasta	1	3045	44.860426929392446	-	-	-	-	-	-	MOBP	NC_019148	Mobilizable	CP016527	0.00126265	15
OI41_S8	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	1551	50.93488072211476	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOB_unknown,MOBP	CP018359,AB027308	Mobilizable	JN253636	0.0565317	41
OI41_S8	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	579569	49.480217195881764	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AP014804	0.263022	54
OI41_S8	plasmid_463.fasta	NA	plasmid_463.fasta	2	5000	52.7	-	-	MOBQ,MOBQ	NC_011411_00002,NC_008487_00001	-	-	MOBQ,MOBQ	NC_013507,NC_010672	Mobilizable	DQ995352	0.0244475	46
OI41_S8	plasmid_558.fasta	aadA2;dfrA12	plasmid_558.fasta	1	8354	55.98515681110845	-	-	-	-	-	-	MOBP	AJ001708	Mobilizable	KC249996	0.0427316	55
OI41_S8	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.12041884816754	-	-	-	-	-	-	-	-	Non-mobilizable	CP000643	0.000385581	83
OI41_S8	plasmid_261.fasta	NA	plasmid_261.fasta	1	3374	55.06816834617665	-	-	MOBP	NC_014003_00004	-	-	-	-	Mobilizable	CP001119	0.0181917	26
OI41_S8	plasmid_502.fasta	NA	plasmid_502.fasta	1	3342	46.618791143028126	ColRNAI_rep_cluster_1291	000001__EU090225_00001	-	-	-	-	-	-	Non-mobilizable	CP018997	0.0225651	50
OI41_S8	plasmid_5.fasta	NA	plasmid_5.fasta	1	3135	45.6140350877193	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBF	CP019897	-	-	MOB_unknown	NZ_CP014319	Mobilizable	CP019897	0.0177122	
OI44_S102	plasmid_811.fasta	NA	plasmid_811.fasta	1	8489	62.798916244551776	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0394988	81
OI44_S102	plasmid_539.fasta	NA	plasmid_539.fasta	14	77677	51.96003965137685	-	-	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_014615_00033,NC_017639_00100,NC_013437_00116,NC_010409_00124,NC_007675_00027,NC_010488_00021,NC_008460_00107,NC_022651_00077,NC_019094_00090,NC_017639_00094,NC_018966_00040	-	-	Conjugative	CP019007	0.0182524	53
OI44_S102	plasmid_469.fasta	NA	plasmid_469.fasta	1	4075	51.607361963190186	rep_cluster_1785	001211__AP017616_00002	-	-	-	-	MOBQ,MOBQ	NC_002126,NC_009791	Mobilizable	CP008718	0.00141786	46
OI44_S102	plasmid_2911.fasta	NA	plasmid_2911.fasta	2	22762	51.669449081803	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0447178	291
OI44_S102	plasmid_991.fasta	tet(A);blaCTX-M-15;blaTEM-1B;aph(6)-Id;dfrA14;qnrS1;sul2	plasmid_991.fasta	13	76486	52.38736500797532	IncY,IncFIB	000230__CP009168_00001,000095__NZ_CP014273_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.0110007	99
OI47_S96	plasmid_356.fasta	sul2	plasmid_356.fasta	1	6063	57.97460003298697	-	-	-	-	-	-	-	-	Non-mobilizable	NC_005862	0.0333664	35
OI47_S96	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	97966	50.26743972398587	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068	MPF_Unknown	08-5333_00200	-	-	Conjugative	CP019909	0.0937829	96
OI47_S96	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	6	26113	47.83824148891357	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP020936	0.057671	101
